flowKey,Speed
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.9026366660433001
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",1.2033234696537332
"(4, 2, '00:00:00:00:00:02', 4294967291)",10.837096345423143
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.11515512565997887
"(4, 2, '00:00:00:00:00:02', 4294967291)",0.18546242176870747
"(2, 1, '00:00:00:00:00:01', 2)",0.9733156177017478
"(2, 1, '00:00:00:00:00:02', 2)",3.2682171345837445
"(2, 1, '00:00:00:00:00:02', 2)",0.0
"(2, 1, '00:00:00:00:00:02', 2)",0.0
"(2, 1, '00:00:00:00:00:02', 2)",1.3919565437581927
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(2, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 1, '00:00:00:00:00:01', 2)",1.1907396251137399
"(3, 1, '00:00:00:00:00:02', 2)",0.3006178114349708
"(3, 1, '00:00:00:00:00:02', 2)",0.0
"(3, 1, '00:00:00:00:00:02', 2)",0.0
"(3, 1, '00:00:00:00:00:02', 2)",1.5611436343667575
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 1, '00:00:00:00:00:01', 2)",16.563523749787716
"(3, 1, '00:00:00:00:00:02', 2)",0.24234250516830108
"(3, 1, '00:00:00:00:00:02', 2)",0.15467441025944093
"(3, 1, '00:00:00:00:00:02', 2)",0.17401899574468083
"(3, 1, '00:00:00:00:00:02', 2)",2.826118788982472
"(3, 1, '00:00:00:00:00:02', 2)",16.10177972420176
"(3, 1, '00:00:00:00:00:02', 2)",0.0
"(3, 1, '00:00:00:00:00:02', 2)",0.0
"(3, 1, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:01', 2)",0.0
"(3, 2, '00:00:00:00:00:01', 2)",0.0
"(3, 2, '00:00:00:00:00:01', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(3, 2, '00:00:00:00:00:02', 2)",0.0
"(4, 1, '00:00:00:00:00:01', 4294967291)",0.8803382764883956
"(4, 1, '00:00:00:00:00:01', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:01', 4294967291)",7.430770133191546
"(4, 1, '00:00:00:00:00:02', 4294967291)",11.086004918727916
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.7822013436939629
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.19093530519788435
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.15767490186155791
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.12815187269255252
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.2585827887170874
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",12.896290820152862
"(4, 1, '00:00:00:00:00:02', 4294967291)",13.501775201763698
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 1, '00:00:00:00:00:02', 4294967291)",0.0
"(4, 2, '00:00:00:00:00:01', 4294967291)",0.18853520357297218
"(4, 2, '00:00:00:00:00:01', 4294967291)",0.0
